sentence,label
Mane.1019 is the debut studio album by,0
"Taiwanese singer Jolin Tsai.1019 Strackea, provisional designation 1924 QN, is a stony Hungaria asteroid of the inner asteroid belt, approximately 8 kilometers in diameter.101, as well as for kumamolisin from a thermophilic bacterium, Bacillus novo sp.",0
"MN-32.101 athletes from 42 countries competed.101 Battalion (pronounced as one-o-one Battalion) was a quick-reaction unit of the South West African Territorial Force.101 California Street Shooting was a mass shooting on July 1, 1993, in San Francisco, California.101 competitors, 75 men and 26 women, took part in 80 events in 16 sports.101 competitors, 93 men and 8 women, took part in 64 events in 16 sports.101",0
Dalmatians II:,0
"Patch's London Adventure (also known as 101 Dalmatians: The Animated Sequel) is a 2003 American animated direct-to-video musical adventure comedy-drama film produced by DisneyToon Studios, and the sequel to the 1961 Disney animated film",0
"One Hundred and One Dalmatians.101 East is a multi award-winning weekly television program, broadcast by Al Jazeera English, that focuses on current affairs in Asia and the Pacific.101 ethnic groups were identified, but there are probably thousands.101",0
Forward Control or Land Rover 101FC was a vehicle produced by Land Rover for the British,0
Army.101-in-1 Explosive Megamix is a video game developed by Nordcurrent and published by Atlus for the Nintendo DS.101-in-1 Party Megamix,0
"is a party video game, developed by Nordcurrent and published by Atlus for the Wii home console and for PlayStation Portable and Nintendo",0
DS.101-in-1 Sports Party Megamix is a video game developed by Nordcurrent and published by Atlus for the Wii.10:1,0
is an EP released by Rogue Wave.101,0
is a residential building located at 101 Central Park West between 70th and 71st street in New York City.101,1
is a topic for beginners in any area.101,0
"is the police Single Non-Emergency Number in the United Kingdom which automatically connects the caller to their local police force, in a similar system to the 999 emergency number.101",0
Logistic Brigade came into being during 1999 and was subordinate to HQ Force Troops,0
"Command.101 MiniGolf World is an arcade sports game developed by Teyon for the Nintendo DSiWare.101 of these first-class runs were scored in his three games for Eastern Province.101 Park Avenue was formerly known as the Skirvin Tower, built in 1932 as a luxury apartment-hotel annex to the Skirvin Hotel.101 people were killed and around 100 were injured.101",0
People Who Are Really Screwing America,1
(and Bernard Goldberg is only #73) is,0
a non-fiction book by Jack Huberman.101 Philosophy Problems (1999) is a philosophy book for a general audiences by Martin Cohen published by Routledge.101 Piscium (101 Psc),1
is a star in the constellation Pisces.101 Piscium,0
"a distant star, located over 2000 light-years away.101",0
"Shark Pets is a pet caring simulation developed by Teyon for the Nintendo DSiWare.101 South comprises the fulmination of the creativity from all the songs he wrote throughout his life, starting with those songs he wrote for Liverpool Express, Fortune, and Harlan Cage.101 Squadron (Falcons)",1
"is a fighter squadron and is equipped with MiG-21M and based at Naliya Air Force Station.101 Squadron is a reserve squadron of the South African Air Force.101 Squadron of the Israeli Air Force, also known as the First Fighter Squadron, is Israel's first fighter squadron, formed on May 20, 1948, six days after Israel declared its independence.101 Squadron of the Royal Air Force operates the Airbus Voyager in the air-to-air refueling and transport roles from RAF Brize Norton, Oxfordshire.101st Airborne Division Artillery (DIVARTY)",1
"is the force fires headquarters for the 101st Airborne Division (Air Assault) at Fort Campbell, Kentucky.101st Heavy SS Panzer Battalion (German: Schwere",0
SS-Panzerabteilung 101) was a German heavy tank battalion in the Waffen-SS during World War II.101st Military Intelligence Battalion (CEWI - Combat Electronic Warfare Intelligence),0
"was part of the 1st Infantry Division, Fort Riley, Kansas from 1980 to",0
"1995.101 Strings had a trademark sound, focusing on melody with a laid-back ambiance most often featuring strings.101",1
"Strings Orchestra was a brand for a highly successful easy listening symphonic music organization, with a discography exceeding 150 albums and a creative lifetime of around 30 years beginning in 1957.",1
"101st Tankbattalion Activated on October 15, 1957.",1
101 Tkbat was disbanded and the two companies of the battalion were split up between 11th Tkbat and 42nd tankbat where they became the 3rd company,1
"10.21 is the only studio album released by American metalcore group Skycamefalling, released on November 11, 2000 through Ferret Music.",1
"10249 Harz, provisional designation 9515 P-L, is a background asteroid from the central regions of the asteroid belt, approximately 3.5 kilometers (2.2 miles) in diameter.",1
"923 PG, is a carbonaceous background asteroid and member of the Cybele group from the outermost regions of the asteroid belt, approximately 82 kilometers (50 miles) in diameter.1028",1
"(C Squadron).101 Vagina is a black-and-white coffee table photo-book by Philip Werner, with a foreword by Toni Childs.1.01 version QiP for Symbian has been released",0
recently.101 Ways to Leave a Game Show was an American game show hosted by Jeff Sutphen.101 Weddings,0
"is a 2012 Malayalam romantic comedy film directed by Shafi and starring Kunchacko Boban, Jayasurya, Biju Menon, Samvrutha Sunil, and Bhama in the lead",0
roles.10/ 2003 as the national authority equipped to regulate and administer the telecommunications region..,0
"10/2003, which made it to the charts.10208 Germanicus, provisional designation 1997",0
"QN1, is a stony Florian asteroid and binary system from the inner regions of the asteroid belt, approximately 3.5 kilometers in diameter.1020 Arcadia, provisional designation",0
"1924 QV, is a stony Agnia asteroid from the central regions of the asteroid belt, approximately 11 kilometers (7 miles) in diameter.102-104",0
"Inman Street is a historic house located in Cambridge, Massachusetts.1023 Thomana, provisional designation 1924 RU, is a rare-type carbonaceous asteroid from the outer regions of the asteroid belt, approximately 58 kilometers in diameter.1024x768 truecolor graphics were a luxury, far before Photoshop could have been considered a serious professional tool.1025 Riema, provisional designation",0
"1923 NX, is a bright Hungaria asteroid from the innermost regions of the asteroid belt,",1
approximately 5 kilometers in diameter.1026 strips were published.102.7,0
Star FM Manila owned and operated by Bombo Radyo Philippines.1027 Stone Church Road,0
"is a historic house located at the address of the same name in Junius, Seneca County",0
", New York.1,027 students were on the roll in September 2015 (including 500 sixth form students).1028 Lydina, provisional designation 1",0
"offers a list of 32 ""examples of software products subject to audit"", including documentary products such as various sorts of plan, contracts, specifications, designs, procedures, standards, and reports, but also non-documentary products such as data, test data, and deliverable media.10/299b, also from 1778, was originally composed for the projected opera.1029 La Plata, provisional designation",1
"1924 RK, is a stony Koronian asteroid from the outer regions of the asteroid belt, approximately 20 kilometers (12 miles) in diameter.102.9 then shifted toward a mainstream country format and became known as ""PC103"" and ""Power Country 103"", before settling on ""Power Country 102.9"" (WZPC) until April 2, 1999.102 Battalion (pronounced as one-o-two Battalion) was a quick-reaction unit of the South West African Territorial Force.102, by Dmitri Shostakovich",0
"was composed in 1957 for his son Maxim's 19th birthday.102, by Johannes Brahms",0
"is a concerto for violin, cello and orchestra.102 colleges in the Tirunelveli, Thoothukudi and Kanyakumari districts are affiliated to it.102 competitors, 64 men and 38 women, took part in 82 events in 19 sports.102 competitors, 71 men and 31 women, took part in 68 events in 17 sports.102 competitors, 71 men and 31 women, took part in 72 events in 18 sports.102 competitors, 73 men and 29 women, took part in 80 events in 17 sports.102 competitors, 85 men and 17 women, took part in 69 events in 10 sports.102 competitors, 96 men and 6 women, took part in 72 events in 14 sports.102 competitors, 96 men and 6 women, took part in 78 events in 14 sports.102",0
Dalmatians is a 2000 American crime family comedy film directed by Kevin Lima in his live-action directorial debut and produced by Edward S. Feldman and Walt Disney,0
"Pictures.102d Rescue Squadron (102 RQS) is a unit of the New York Air National Guard 106th Rescue Wing stationed at Francis S. Gabreski Air National Guard Base, Westhampton Beach,",0
New York.102 FM is the first program of the Radio Station of ERT3.102 Herculis (102 Her),1
is a star in the constellation,0
"Hercules.102 Herrick Street, a Queen Anne/Stick style house built c. 1883 was home to a clergyman.10+2 is a children's animated series from Catalonia (Spain), produced by Accio Studios and Victory Media Group, and directed by Miquel Pujol",0
i Lozano.10.2 is the surround sound format developed by THX creator Tomlinson Holman of TMH Labs and University of Southern California,1
"(schools of Cinematic Arts and Engineering).102 million trees died in total due to the drought from 2011 to 2016, with 62 million dead in 2016 only, according to the US Forest Service.102 names are listed on this plaque, but this may be incomplete.102nd Regiment of Foot was a short-lived regiment of the British Army raised in 1793 and disbanded in 1795.102",0
"Nekkilady is a village in the southern state of Karnataka, India.102",0
"Not Out is a 2018 Hindi-language Indian comedy-drama film directed by Umesh Shukla and starring Amitabh Bachchan and Rishi Kapoor in the lead roles.102 of 194 riders finished.102 of 194 riders finished the race.102 of 1983 empowered the Prime Minister to designate certain areas to be declared as protectorates.102 of the 103 Concordias are still in existence today.102 of those graduates were chosen to continue with specialized training, and the rest of the class was assigned to routine duties.102",1
"(one hundred [and] two) is the natural number following 101 and preceding 103.10+2 refers to the 2 years of schooling required post grade 10, currently adopted by high schools in India and Nepal.102 specimens of Protospongia are known from the Greater Phyllopod bed, where they comprise 0.19% of the community.102 Squadron (Trisonics)",1
is a fighter squadron and is equipped with Su-30MKI and based at Chabua Air Force Station.102 Squadron was a Royal Air Force night bomber squadron in World War I and a heavy bomber squadron in World War,0
II.102 Squadron was a Royal Australian Air Force (RAAF),0
heavy bomber squadron of World War II.102 Squadron was disbanded on,0
"19 March 1946.102 Squadron was formed at Cecil Plains,",0
"Queensland on 31 May 1945.102 Staniford Street in the Auburndale section of Newton, Massachusetts, is a rare surviving element of Auburndale's agricultural past, including both a 19th century house and barn.102",1
"Street stop is a tram stop under construction in the Edmonton Light Rail Transit network in Edmonton, Alberta, Canada.102 Test and fourteen ODI centuries have been scored at the ground.102 Touch FM",1
"is an Independent Local Radio station broadcasting to the town of Stratford-upon-Avon and much of the counties of Warwickshire, Worcestershire, The Cotswolds and the surrounding area in the south of the English Midlands.102",1
"years later, in 1995, Blacksmithing Scene was selected for preservation in the United States National Film Registry by the Library of Congress as being ""culturally, historically, or esthetically significant"".10:30 am",1
"Local Call is a 2013 Malayalam mystery film directed by Manu Sudhakaran and starring Nishan K. P. Nanaiah, Shritha Sivadas, Kailash, Lal, Mrudula Murali and Jennifer Antony playing a prominent role.10 & 30 on the UK Albums Chart and US Billboard Top R&B Albums charts",1
respectively.10:30,0
"P.M. Summer is a 1966 American drama film directed by Jules Dassin and starring Melina Mercouri and Romy Schneider.1031 TIC exchanges can significantly reduce these risks.103.2 Alpha Radio (formerly A1FM, Alpha 103.2, 103.2 Alpha FM, Alpha Radio)",1
"was an Independent Local Radio station based in Darlington, County Durham, England.10:32 (film)",0
"is a 1966 Dutch film by Arthur Dreifuss, starring Linda Christian, Eric Schneider and Bob de Lange.1032 Pafuri, provisional designation 1924 SA, is a dark background asteroid from the outer regions of the asteroid belt,",0
"approximately 65 kilometers (40 miles) in diameter.1032 was established on May 10, 1904.103,337 spectators watched 49 matches of volleyball events at stadiums.1034 Mozartia, provisional designation 1924 SS, is a stony asteroid from the inner regions of the asteroid belt, approximately 8 kilometers in diameter.1035 Amata, provisional designation 1924 SW, is a carbonaceous asteroid from the outer region of the asteroid belt, approximately 57 kilometers in diameter.103.5 FM licensed to Atlantic Beach, South Carolina and targeting a primarily African-American audience.103.5",0
WMUZ,0
The Light currently ranks at #22 (1.7) in the Detroit market according to the November 2010,1
"PPM Rating release.1037 Davidweilla, provisional designation 1924 TF, is an asteroid from the inner regions of the asteroid belt, approximately 7 kilometers in diameter.103.7",0
"FM serves the Kerrville, Texas area.1038 Tuckia, provisional designation 1924 TK, is rare-type Hildian asteroid from the outermost regions of the asteroid belt, approximately 58 kilometers in diameter.1039397).Nowadays",0
"the society offers a variety of services relating to agriculture and veterinary science including public and professional events, seminars and advice, scholarships, and a marketplace for countryside",1
"products.1039 Sonneberga, provisional designation",0
"1924 TL, is a dark asteroid from the middle region of the asteroid belt,",0
"approximately 34 kilometers in diameter.1,039 West Nile-tainted blood donations were discovered between 2003 and mid-2005.103Among several claims, Melaleuca Inc. claimed that Hansen violated the ""CAN-SPAM"" Act by emailing Melaleuca executives and trying to induce them to leave the company.103 athletes",0
participated.103 class is a class of two 0-6-0 steam locomotives designed in 1855.103 Colmore Row formerly known as National Westminster House,0
"was a building on Colmore Row, Birmingham, England.103 competitors, 82 men and 21 women, took part in 81 events in 15 sports.103 competitors, 84 men and 19 women, took part in 76 events in 17 sports.103 competitors, 97 men and 6 women, took part in 56 events in 13 sports.103 competitors from Sweden won 103 medals including 42 gold, 38 silver and 23 bronze and finished 6th in the medal",0
"table.103 crews took part (57 men's crews and 46 women's crews), with nearly 950 participants in total.103 ER 1127 is a famous English property law and tort law case about rights",1
"to wild animals.103 fire stations are in operation.103-form Yang family t'ai chi ch'uan, also called the Traditional Form (or, Long Form), is a prescribed sequence of moves used to practice Yang-style t'ai chi ch'uan.10.3 introduced a new Script Editor written using Cocoa.103 ISTAR-battalion has a complement of little over 800 personnel and is stationed at Legerplaats bij Oldebroek and the Lieutenant Kolonel Tonnet Kazerne in 't Harde in the Veluwe area of the Netherlands.103 Medals of Honor were awarded posthumously.103",0
"Mile Lake is a small lake located near the town of 100 Mile House, British Columbia, Canada.103 of the 281 condemned houses were already empty by the time of the council's decision to demolish them.103",0
(one hundred [and] three) is the natural number following 102 and preceding 104.103rd Air Control Squadron is a National Guard squadron assigned to the Connecticut Air National Guard.103rd Annual Meeting (2013):,1
"San Francisco, CA hosted by the University of California, Berkeley.103rd Cavalry Regiment was a unit of the Pennsylvania National Guard that existed from 1921 to 1940, when it was re-designated",0
"the 190th Field Artillery Regiment.103rd Ohio Volunteer Infantry Association Barracks is a registered historic building in Sheffield Lake, Ohio.103rd Regiment of Foot (Royal Bombay Fusiliers)",0
was a regiment raised in 1662.103rd Street is a local station on the IND Eighth Avenue Line of the New York City Subway.103rd Street,1
is a local station on the IRT Lexington Avenue Line of the New York City Subway.103rd Street/Watts Towers,1
"is an at grade light rail station on the Los Angeles County Metro Blue Line.103 Squadron of the Israeli Air Force, also known as the Elephants Squadron, is a C-130J Super Hercules squadron based at Nevatim Airbase.103 Squadron was a Royal Air Force bomber squadron during World War I, World War II and the Cold War, switching to helicopters in the late 1950s until it was disbanded for the last time in 1975.103 were selected as members in Ontario.103, which, despite its high opus number, was in fact composed by Beethoven in 1792/1793 but was published only in 1837, ten years after the composer's death.10403 municipal council members were elected.1040",0
"AM is a clear-channel frequency, on which WHO in Des Moines, Iowa is the Class A dominant station; WSGH must reduce nighttime power in order to prevent interference to WHO.1040 AM",0
"is a clear channel frequency reserved for Class A WHO in Des Moines, Iowa",1
", so KURS must restrict its power to 360 watts by day, and 61 watts at night.1040 Fifth Avenue (informally known as the 10 40) is a luxury residential housing cooperative in the Upper East Side of Manhattan",0
", New York City.1040 is a documentary film about Christianity in the ""10/40 Window"".1040 Klumpkea",1
"is an asteroid.10,412 municipal council seats were open for election in 332 municipalities.1041 Asta, provisional designation",0
"1925 FA, is a carbonaceous background asteroid from the outer regions of the asteroid belt, approximately 57 kilometers in diameter.104.1",0
"Territory FM is a community radio station based in Darwin, Australia.1042 Amazone, provisional designation",0
"1925 HA, is a dark asteroid and slow rotator in the outer asteroid belt, approximately 70 kilometers in diameter.104.3 FM and the format was a Hip-Hop and R&B station.104.3",0
"- Tin City FM, Jos is a private radio station located in Jos Plateau State,",0
"Nigeria.104.3 - Tin City FM, Jos is a private radio station, located in Jos Plateau State, Nigeria.1044 Teutonia, provisional designation 1924 RO, is a stony asteroid from the central regions of the asteroid belt,",0
"approximately 16 kilometers in diameter.104.5 and 100.9 together were known as ""Wheelz 104.5 and 101"" from 1999 to 2007.104, 72 kilometers northwest of Prince Albert and is 17,347 hectares in size.104,793",0
"people were in attendance, the largest ever single-show attendance at a U.S. stadium.104.7",0
"Rossendale Radio was a local radio station in the north west of England, broadcasting on 104.7FM to Haslingden, Rawtenstall, Ramsbottom and surrounding areas and online at www.rossendaleradio.com.104.7 was sold to The Church at Lake Cherokee, becoming KXAL-LP, and its format was changed to a light classical and jazz format.104.8",1
"Channel 4 FM is an English language radio station based in Ajman, United Arab Emirates.1048 - Double Check Detector Assembly Type II ASSE Standard",0
"1056 - Spill Resistant Vacuum BreakerBackflow preventers are categorized into three groupings, an Assembly, a Device or a Method.1048 Feodosia, provisional designation 1924 TP, is a carbonaceous asteroid from the middle region of the asteroid belt, approximately 70 kilometers in diameter.104.8FM, based in Chennai, India.104.8FM",0
"is the only English radio station in the city and plays international music from an array of genres such as pop, rock, rock & roll, R&B, hip-hop, top 100 hits, and",1
"more.1049 5th Avenue is a 23-floor luxury condominium apartment building located in the Upper East Side,",0
"New York City.104985 b, the first planet discovered around the G giants from the survey, by using the data collected during the past six years.1049 Gotho, provisional designation 1925 RB, is a carbonaceous asteroid from the outer region of the asteroid belt, approximately 53 kilometers in diameter.104, as well as partially surrounding the First Nations Indian Reserve of Mistawasis No. 183 and the RM of Big River",0
No.,0
"118.104 cartoons, each about 6 minutes long, were produced in limited animation.104",0
"Hallore was a small German twin-engined transport, communications and liaison aircraft built by Siebel.104 Helicopter Squadron (Pioneer Rotarians)",0
is a fighter squadron and is equipped with Mil Mi-35 and based at Suratgarh Air Force Station.104-key keyboards and trackballs were also included.104,0
"Logistic Support Brigade is a logistics brigade of the British Army.104 men died, all of them Royal Navy.10.4 million items were borrowed, and 347,995 people participated in 13,532 library-run programs.10.4% of families live below the poverty line.104 (",1
"one hundred [and] four) is the natural number following 103 and preceding 105.104 on the US singles chart, while reaching No. 28 on Billboard's Album Rock Tracks chart.104 original dords are known to exist, although replicas have been built since the late 20th century.104P/Kowal, also known as Kowal 2, is a periodic Jupiter-family comet discovered by Charles T. Kowal in 1979.104 Squadron flying DH4s Preparations for bombing missions started immediately and only six days later two flights of de Havilland aircraft conducted the Flying Corps' first long-range bombing mission.104 Squadron RAF flying the Airco DH.9, where between August and October 1918, with pilots Lieutenant D. P. Pogson and Captain E. J. Garland",1
", he shot down five enemy aircraft.104",0
"Squadron RAF was a former squadron of the British Royal Air Force.104th Street is a skip-stop station on the BMT Jamaica Line of the New York City Subway, located on Jamaica Avenue between 102nd and 104th Streets in Richmond Hill, Queens.104th Street is a station on the IND Fulton Street Line of the New York City Subway, located on Liberty Avenue at 104th Street in South Ozone Park and Richmond Hill",1
", Queens.104th Street was a local station on the demolished IRT Ninth Avenue Line.104 (TT104)",0
belongs to the Overseer of the treasuries Djehutynefer who was in office under king Amenhotep,0
"II.104 units were manufactured before production ceased just two years later in 1966.104, written by Ludwig van Beethoven in 1817, performed on 10 December 1818, and published in 1819, is an arrangement of the early C minor Piano Trio, Op.10,500 students ride a bus each day to get to school.1050 alloy is also sometimes used for the manufacture of heat sinks, since it has a higher thermal conductivity than other alloys.1050 aluminum alloy is an aluminum-based alloy in the ""commercially pure"" wrought family (1000 or 1xxx series).1050",1
"Meta, provisional designation",0
"1925 RC, is a stony Eunomian asteroid from the central regions of the asteroid belt, approximately 10 kilometers (6 miles) in diameter.1,050 sets of plans had sold by 1993.1050s",0
"was a decade of the Julian Calendar which began on January 1, 1050, and ended on December 31, 1059.1050",0
the village was known as Hoton.105.1,0
FM signed on in 1992 as Hot AC-formatted WEHR.105.2 and also appeared in the horror-comedy film Trash House.105.3,1
"Seaside FM (originally known as Seaside Radio) is an Independent Community Radio station based in Withernsea, East Riding of Yorkshire, England.1,054 copies were printed.105.5 FM is a radio station broadcasting a country music format, licensed to South Jacksonville, Illinois, the station serves the Jacksonville, Illinois area.105.5 FM, Long Beach, California and KBUA 94.3 FM, San Fernando, California are a trimulcast comprising Que Buena 105.5/94.3 FM, a Spanish language regional Mexican music station owned by Liberman Broadcasting.105.5",1
"Radyo Natin Padre Garcia is a low-power, community FM radio station licensed to serve Padre Garcia, Batangas in the Philippines, owned and operated by the Manila Broadcasting Company's Radyo Natin Network and its municipal affiliate LM Broadcast and Advertising since October 2016.1055 Tynka, provisional designation",0
"1925 WG, is a stony Florian asteroid from the inner regions of the asteroid belt,",0
"approximately 10 kilometers in diameter.105.5 was originally KQLV and had aired EMF's ""K-Love"" format.10569 municipal council members were elected, as well as 299 members of the amts of Denmark.1057, raised income tax rates over those established the previous year.1058",0
"is a historic stationary steam engine or mill engine in Miami, Florida.105.9",0
"Academy FM is a community radio station serving the town of Folkestone in Kent, which launched on 31 March 2011.The station broadcasts 24 hours a day on 105.9 FM.105.9 FM is now WBGG-FM and owned by Clear Channel with a Classic Rock format.105.9 FM was initially a construction permit with the call letters WVSL in 1991.1059 Mussorgskia, provisional designation 1925 OA, is a background asteroid from the central regions of the asteroid belt, approximately 25 kilometers (16 miles) in diameter.10.5 added Japanese dictionaries, 10.7 added the British Oxford Dictionary of English, and 10.8 added French, German, Spanish and Chinese.10.5:",0
"Apocalypse is a 2006 television miniseries written and directed by John Lafia.105 Australian and 10 New Zealand graves belong to identified soldiers, and memorials record the names of 64 other soldiers thought to be buried in the cemetery.105 Barking Road is a classic example of a Victorian town hall with links to East London's suffragette and labor movements during the late nineteenth and early twentieth centuries.10-5 BC and ruled for several years before being supplanted by Cunobelinus of the Catuvellauni.105 class is a class of four 0-4-2 steam locomotives designed in 1856.105 competitors, 99 men and 6 women, took part in 71 events in 16 sports.105",0
"Dual SIM are a series of mobile phones aimed at markets in developing nations marketed and manufactured first by Nokia, then by Microsoft Mobile, and now HMD Global.105 episodes were produced, 104 of them airing over three seasons.105 episodes were produced,",1
"each with a 50-minute running time.105FCU was disbanded at Darwin on 21 January 1945.105 Helicopter Unit (Daring Eagles) is a Helicopter Unit and is equipped with Mil Mi-8 and based at Gorakhpur Air Force Station.10.5 is a 2004 disaster film directed by John Lafia which aired as a television miniseries in the United States on May 2, 2004 and May 3, 2004.105 is a rural municipality in the Canadian province of Saskatchewan, located in the Census Division 3, in the southcentral region of the province.105",1
is the single non-emergency number in the United Kingdom for connecting to the caller's local distribution network,0
"operator.105 Marion Street is a historic house located in Brookline,",0
"Massachusetts.105 Mile House should not be confused with 105 Mile Post Indian Reserve No. 2, which is near Ashcroft to the south.105 Mile Lake is a small lake located to the nearby town of 105 Mile House.105 of the United Nations International Labor Organization (ILO), adopted internationally on 27 June 1957.105 received its Charter to meet in Dysart, Fife.105 Squadron was a flying squadron of the Royal Air Force, active for three periods between 1917 and 1969.105 Street",0
"is an arterial road in Downtown Edmonton, Alberta, Canada.105th Battalion (Prince Edward Island Highlanders), CEF was recruited, through the 82nd Regiment Abegweit Light Infantry, first as a reinforcement company, and then a CEF battalion, from its headquarters in Charlottetown, Prince Edward Island.105th Cavalry Regiment is a regiment in the United States Army National Guard.105th Regiment Football Club was an English association football club in the 19th Century.105th Regiment Royal Artillery, sometimes known as The Scottish & Ulster Gunners",1
", is part of the Army Reserve and has sub-units throughout Northern Ireland and Scotland.105th Street was a local station on the demolished IRT Second Avenue Line.10.5 was widely ridiculed by both reviewers and geologists; nevertheless, it received",0
respectable Nielsen ratings.10603 wire has,1
"good fuel and oil resistance.1060 aluminum alloy is an aluminum-based alloy in the ""commercially pure"" wrought family (1000 or 1xxx series).1060 AM",1
"is a United States and Mexican clear-channel frequency; KYW and XEEP are the dominant stations on this frequency.1060, died 5 March 1105/6, was an early Norman Baron and the first Baron Abergavenny and Lord of Over Gwent and Abergavenny; he also served William Rufus.106.1",1
Kiss FM (106.1 FM) is an adult contemporary music formatted radio station in the Cayman Islands in the British West Indies.106.1,1
"Real Radio XS continued to operate under that name until a relaunch as XS Manchester in 2016.106.1 Rock Radio launched in Manchester in May 2008.1062, 1964 (C.C. D.C. 1836), was a decision of the United States Circuit Court of the District of Columbia that was handed down April 7, 1836.1,062 Naueti are living in Baguia.1063566, in Leicestershire and Staffordshire, England,",1
"concerned with the Ashby Canal, and affiliated to the Inland Waterways Association.106.3",0
"(also Dee on DAB) is an Independent Local Radio station serving the city of Chester and surrounding areas.1063 Aquilegia, provisional designation 1925 XA, is a background asteroid from the inner regions of the asteroid belt, approximately 17 kilometers in diameter.106.3 broadcasts at 100,000 watts from a site near Los Lunas and covers Albuquerque from the south, and also serves communities in Valencia County and Central New Mexico.106.3",0
"(call sign: 1CBR) is a commercial radio station in Canberra, Australia and is owned by the Australian Radio Network and Southern Cross Austereo.106.3",0
"first came on the air in the early 1960s as KYMS FM (easy listening format) with studios in the Saddleback Inn, Santa Ana.106.3 is a college radio station of the Bicol University.10,651 athletes from 199 National Olympic Committees (NOC) countries participated.1065 Amundsenia, provisional designation 1926 PD, is an stony asteroid and sizeable Mars-crosser on an eccentric orbit from the inner asteroid belt, approximately 10 kilometers in diameter.106.6fm (106.6 FM) is a radio station that broadcasts a community radio format.1066 (MLXVI)",1
was a common year starting on Sunday of the Julian calendar.106.7 FM Rockklassiker,0
competes with nine other commercial stations in addition to six Government non-commercial,0
stations.106.7,0
FM Rockklassiker is a Swedish rock radio station.1068 Near East earthquake occurred on the morning of March 18 in the Near East along the southern portion of the Dead Sea Transform (DST) fault system.106.8,0
"Time FM was a local commercial radio station located in the south-east London and north-west Kent area of England, which broadcast to Greenwich and Bexleyheath in London and Dartford and Gravesend in Kent on 106.8 FM, and ceased transmission in April 2009.1068 Wallace (",0
845 Bobier x 898 Knauss) was,0
"an Atlantic Giant pumpkin grown by Ron Wallace in Rhode Island, United States during 2003.1068 was passed during the 2005 Legislative Session.1069 athletes of the different seven SAARC countries participated in the twelve sports.106 Avenue cuts through the neighborhood.106 calls are given priority over other calls handled by the National Relay Service.106 can only be used by people with a TTY/textphone or a computer with terminal software (TTY imitation software) and a modem.106 competitors, 91 men and 15 women, took part in 72 events in 14 sports.106 competitors, all men, took part in 65 events in 14 sports.106 days later a new government was formed, again led by Wilfried Martens.106 & Gospel",0
"was an inspirational version of the top-ten video countdown show 106 & Park, that aired Sundays on BET.106",1
is a toll-free number.106,0
"is the Australian national textphone/TTY emergency number.106 of these are Prehistoric, including at least 6 neolithic sites.106",0
"(one hundred [and] six) is the natural number following 105 and preceding 107.106 & Park was an American hip hop and R&B music video show, set up in a countdown format, that was broadcast Monday to Friday at 6/5c on BET (7:00 pm on BET International).106 specimens of Plenocaris are known from the Greater Phyllopod bed, where they comprise 0.20% of the community.106 Squadron RAF",1
"was a Royal Flying Corps and Royal Air Force squadron active from 1917 until 1919.106 Squadron was first formed briefly in 1942, seemingly from a coastal defense flight.106 State Protected Monuments have been recognized by the ASI in West Bengal.106th Street was an express station on the IRT Third Avenue Line in New York City.10711 Pskov, provisional designation 1982",1
"TT2, is a dark asteroid from the middle region of the asteroid belt,",0
"approximately 13 kilometers in diameter.107.1 FM is a radio station broadcasting from Edgar, Nebraska.",0
"""107.1 FM"" is simulcast on 99.7 WBHX/Tuckerton.107.1",0
"Radyo Natin Ormoc is a music FM radio station owned and operated by Manila Broadcasting Company in the Philippines.107.3 Touch FM is a British independent local radio station that broadcasts to the Warwick, Leamington Spa and Kenilworth areas of Warwickshire.107.5 changed call letters to the current KRPM on November 10, 2006 and changed formats to Rock as Rock 107.5, which it carried until March 2010, when it flipped back to AC as Magic 107.5.10,768 athletes from 204 National Olympic Committees (NOCs)",1
participated.1076 Class were 266 double framed 0-6-0 tank locomotives built by the Great Western Railway between 1870 and 1881;,1
"the last one, number 1287, was withdrawn in 1946.10,784,932",0
"voted in the elections, marking 51.71%",0
turnout.107.9,0
"ABC Ballarat, callsign 3CRR, is an ABC Local Radio station in Ballarat, Victoria, Australia.107.9",0
"DWOK FM Palawan - Ang Bigwas Station (DWOK FM 107.9) is a media network based in Puerto Princesa, Palawan.1079 Life broadcasts on the 107.9 MHz frequency.1079 Life (callsign: 5RAM)",0
is a Christian radio station in Adelaide,0
", South Australia.107A Avenue changes names at 92 Street to Stadium",0
"Road.107 achieved on 16 July 2018.107 - A High-speed Engine Pressure Indicator of the Balanced Diaphragm Type was issued by the United States National Advisory Committee for Aeronautics in 1921.107 aircraft were built, 77 of them at Cincinnati.107 archers entered the competition.107 archers took part in the men's compound qualification round with no more than 4 from each country, and the 16 teams of 3 archers with the highest cumulative totals (out of a possible 26) qualified for the 4-round knockout round, drawn according to their qualification round scores.",0
.107 athletes competed in 11 different sports.107 Avenue changes names at 101 Street to 107A Avenue.107 Avenue,0
"is a major arterial road in west-central Edmonton, Alberta, Canada.107 competitors, 82 men and 25 women, took part in 52 events in 11 sports.107 competitors, 97 men and 10 women, took part in 74 events in 13 sports.107 episodes of Outrageous Fortune aired over the course of six series'.107 fencers from 21 nations competed.107",0
fighters from 21 federations competed in 11 weight divisions.107,0
