sentence,label
"In case you missed it , this low-budget exploitation flick is one of the record 263 films that qualify for Academy Award nominations by virtue of the fact that they opened in 1987 and played for at least a week in Los Angeles .",0
"Mr. Harris says the free-trade agreement gives Canadian steel producers more secure access to the huge U.S. market and reduces the threat of U.S. quotas , which he said almost struck his company four years ago .",1
"The agency uses company-kept injury records to target inspections to work sites where injuries are most likely to occur , a system that Rep. Lantos contends provides irresponsible firms `` a premium for cheating , '' but that OSHA believes is the most effective use of its resources .",1
"To find out the time , a user simply touches a button and the screen displays the time and date .",0
"The department 's Commodity Credit Corp. has flooded the market with corn `` to contain the damage to the livestock sector from rising prices or a shortage of feed , '' said Ewen Wilson , assistant agriculture secretary for economics .",0
"That 's pretty much it , plotwise , except for coming up with the various modes of transportation the bounty hunter cop has to use to drag the con man accountant across country .",0
"`` If it is n't working , we 'll fix it , '' says Mr. Teets , promising further restructuring if the dog is n't running right in the next few years .",0
It strikes me as close to impossible to read Chaucer and not come away liking the poet .,1
Ideas may strike it but they just bounce off .,1
"`` Suddenly with Monday , they not only had to do an enormous amount of selling , they had an enormous holdover , and the front-runners just ate them alive , '' said Mr. Kirby .",1
A court in London sentenced an American member of the outlawed Irish Republican Army to life imprisonment for killing a British police officer 13 years ago .,0
"More recently , Pablo Casals 's widow lent him her husband 's precious Goffriller cello for two years and the teen-ager played chamber music at Carnegie Hall with Isaac Stern , Yo-Yo Ma and other luminaries .",0
"Difficult as it was , young Miss Mills managed to grab some of the spotlight from her Papa Bear mentor .",1
"It 's little wonder , then , that Susan has taken to escaping into the company of her delightfully charming , exceedingly attractive , immensely rich fantasy family: an adoring husband , a devoted 
daughter and a frothy younger brother whose only occupation in life is to pour yet another round of champagne -- `` champers , '' as he prefers to call it -- for the four of them .",1
"In northern Nicaragua , Honduran jets attacked a Sandinista military headquarters .",0
Yesterday its planes struck a nuclear-power plant and industrial targets near the Persian Gulf coast city of Bushehr and raided Khuzestan .,0
"Separately , the FAA expanded a directive to all airlines to step up their inspections of older Boeing 737 planes for possible metal fatigue , cracks and corrosion in the wake of the Aloha accident .",1
"Mr. Hudson hears that the Chinese eat the things , and someone 's looking into it .",1
"Mr. DeBartolo lent Campeau $ 480 million to help finance its Federated takeover , and much of Campeau 's U.S. real estate assets are pledged as security for the loan .",0
"In Taunton , he called together business , labor , political and education leaders to examine the city 's problems .",1
"A domestic price rule will result in stable exchange rates over the long run , just as Prof. McKinnon 's proposal to fix nominal rates or put them within a band would do .",0
"Eastern Airlines Inc. is stepping up its marketing war in the busy , competitive Northeast shuttle-service market , offering discounts of as much as 30 % for passengers buying tickets in bulk .",1
"The leads in the second performance -LRB- Ludmila Lopukhova and Simon Dow -RRB- were better than those at the premiere -LRB- Karin Averty and Jean-Charles Gil -RRB- , but there were more enjoyable performances from younger members of the company , 
such as Joanna Berman , Wendy Van Dyck and Mikko Nissinen , who danced the first act pas de trois on opening night , and Andre Reyes , who replaced the latter on the following afternoon .",0
That 's because the auto shop decided to eat its words .,1
"Thomas E. Bolger , chairman and chief executive officer of Bell Atlantic Corp. in Philadelphia , said that although `` the entire industry will miss '' Mr. Olson , he does n't believe the company will suffer any substantial setbacks .",0
The Soviets also rate as prime suspects in the plane crash that killed President Zia ul-Haq in August ; Pakistanis have concluded the cause was unspecified sabotage .,0
The FDIC staff also noted that Wells Fargo would have given the agency no control over the selection and management of bad loans for which the agency would have to absorb all losses .,0
"Pace Industries Inc. was in the process of selling its Rheem Manufacturing Co. unit , a maker of water heaters , when the stock market collapsed last year and destroyed the buyer 's financing plans .",0
"Mr. Muth is president of Real Estate Advisors Inc . , a Los Angeles investment management firm that agreed to lend Wespac as much as $ 1.5 million under the agreement .",0
Puma spokesman Uto Duethorn said Mr. Becker and Puma mutually agreed to dissolve the agreement this month .,1
"Many insurers , including Cigna Corp . , Metropolitan Life Insurance Co . , and Prudential Insurance Co. of America , are stepping up pressure on companies to shed the traditional free-choice indemnity plans that reimburse employees for most of their medical costs while giving them total control over selecting a doctor .",1
"The insurance industry , facing mounting competition on several fronts , is undergoing a personnel and cost retrenchment such as those that have struck the securities and banking industries .",1
"The agency uses company-kept injury records to target inspections to work sites where injuries are most likely to occur , a system that Rep. Lantos contends provides irresponsible firms `` a premium for cheating , '' but that OSHA believes is the most effective use of its resources .",1
"But soon new ads will play down the dog even further and display a metal `` G , '' Greyhound 's stock symbol , coming out of a foundry .",1
"Schieffelin & Somerset Co. is beginning a boldly different , big-budget advertising campaign that it hopes will persuade more baby boomers to drink its Johnnie Walker Scotch whisky brands .",0
"As of Thursday night , other Yanks besides Schultz remained in their respective gold-medal chases , including 1984 Olympic super-heavyweight champ Bruce Baumgartner , who rolled a notable East German on Thursday ; Nate Carr at 149.5 , and Kenny Monday at 163 .",0
"But if the Fed and other central banks and treasuries can this time grasp the principle , the dollar 's summer rally could be an important rendezvous for the world 's monetary system .",0
He fills a vacancy created by the resignation of Henry W. Lorin .,0
"Kubota Ltd . , for example , has poured about $ 75 million into some of Silicon Valley 's hottest companies , including MIPS Computer Systems and Ardent Computer .",1
"-- The high court , 6-2 , temporarily reversed U.S. attempts to strip an alleged Nazi collaborator of U.S. citizenship and ordered new hearings for a retired New Jersey dental technician who is accused of helping to kill Jews in Lithuania during World War II .",1
"It has rained only an inch and a half since January , and most of that came in sprinkles that quickly sizzled back into the air as soon as they hit the burning ground .",1
"This agreement is the product of the determination and sacrifice of the freedom fighters through years of struggle , including their heroic resistance last week to a Sandinista offensive designed to destroy them .",0
"But the rumor was embraced by the market as it helped fill in the paucity of news on which to trade , according to participants .",0
"`` We were contacted by people who smoke our products and ride these trains , '' he added .",0
"And as the DeRance account 's losses mounted , he stepped up the pace of his trading .",1
"More competition is on the way ; International Business Machines Corp. is expected to roll out a laptop soon to replace its PC Convertible , a near-total failure in the market .",1
"Performing his own compositions , traditional R & B tunes , zydeco originals and his interpretations of rock numbers , Buck and the band spit out the kind of crackling music that 's been missing since the heyday of Stax Records , 
when Booker T. and the MGs pumped a driving rhythm behind Sam & Dave , Carla Thomas and Otis Redding .",1
"Thus , the conventional antibody test misses an unknown segment of AIDS-infected people .",0
"The item veto strikes me as a good idea whose time has come , along with others common in our state constitutions .",1
"The indictment alleges that Ms. Myerson gave Justice Gabel 's daughter a $ 19 , 000-a-year city job in exchange for fixing Mr. Capasso 's 1985 divorce case .",1
"`` Ten years ago , it was enough to latch onto something 100 % proven , '' says Shoji Kumagai , general manager of technical development at giant Sumitomo Corp . `` Today we have to grab it at the idea stage . ''",1
They said the amounts were small and the action was interpreted as more an attempt to smooth volatility and slow the dollar 's ascent than to stop it .,1
"One branch of Superior Training Services , an Indianapolis-based career-school chain , showed $ 24 million in defaults , or 44 % of the money lent to its students , in a state governments ' study .",0
Most historians of the Tulipmania were so intent on demonstrating the follies of speculative markets and thereby providing a case for controlling market activities that they neglected to examine the market fundamentals of bulb pricing .,0
But he grasped the potential of putting the two together .,1
SEC staffers have just begun examining corporate cleanup disclosures .,0
"The amendment did n't cover the National Security Council -LRB- a fact that continues to escape Lawrence Walsh -RRB- , so helping the Contras fell to a few workaholics in the Old Executive Office Building .",0
The Democratic contender will step up attacks on Bush 's proposal to cut capital-gains taxes .,1
"Donald Ogilvie , executive vice president of the American Bankers Association , hailed the Senate vote and said that it would lend `` momentum '' to advocates of similar legislation in the House .",0
Coke is even directly attacking coffee 's breakfast appeal with radio ads urging people to drink something cold to come `` alive in the morning . '',0
Charity officials say they need trustees who are willing to roll up their sleeves and work for the organization and who will back up their commitment with donations .,1
"As compressed water rushes through its gills , a fish is knocked unconscious .",1
"Britain 's North Sea section pumps about 2.5 million barrels of oil a day , while the Norwegian section pumps about 1.2 million barrels a day .",1
"Nike and L.A. Gear rode good earnings , publicity about the Olympic Games and disappointing news from rival Reebok International to sharp gains , each on heavy trading of about 1.3 million shares .",0
"Lower-alcohol beer is favored by `` session drinkers '' who spend an entire evening in a pub and are accustomed to drinking English beer which , despite its robust taste , generally is less potent than Australian or U.S. brands .",0
I 've missed 'em .,0
"The Agriculture Department announced late Monday that it had targeted the Soviet Union for an additional one million metric tons of subsidized wheat , bringing to 8.8 million metric tons the amount of U.S. wheat offered to the Soviet Union since October .",0
"Iran retaliated by firing two missiles that struck Baghdad , killing or injuring an unspecified number of people .",0
Another ad for a toilet-bowl cleaner is shot from inside the toilet so you can watch a wife urge her husband to stick his head inside the bowl to see how clean she got it .,0
`` But who 's going to roll the dice ? '',0
"`` The new irrigation tunnel has allowed us to plant 6 , 000 willow trees and 600 apple trees and to earn money for the education of our children , '' she says , tears welling in her eyes .",0
"For their part , though , Chicago aldermen have been too busy functioning as art critics to besiege the statehouse in Springfield on behalf of the team , and state legislators have shown more inclination to clown than to move quickly or positively .",1
"`` The Japanese have shown a talent for targeting a sector of technology , while U.S. industry plays a game of takeover and restructure , '' Mr. Quigg said .",0
"Mr. Parkin says that in 1982 , he lent $ 13 , 000 to Mr. Cohen , the Air Force official responsible for tactical air systems and a close friend of Mr. Galvin .",0
Russians planted the first trees in 1805 near the eastern Aleutian village of Unalaska ; a few survive and enjoy National Historic Landmark status .,0
"Let Jim Wright , Chris Dodd , Tony Coelho , David Bonior , Mike Lowry and David Obey explain in the papers every day why their determination to kill the Contra request represents the proudest foreign-policy achievement of the Democratic Party in 1988 .",1
"The FBI immediately lent Mr. Pelleu $ 3 , 800 , and arranged to tape several phone conversations he had with Mr. Sanders about the ring .",0
Securities firms and banks have long poured money into the coffers of state and local officials to improve their chances of getting municipal finance business .,1
"Their flagship center in Cambridge 's booming Kendall Square has filled all 44 openings , and 90 children are on the waiting list .",1
"`` We are beginning to ride the same boat as the U.S . , '' says Yasuo Hayashi , the director of the Ministry of International Trade and Industry 's textile division .",0
"But this month S & P is trying to take the real estate world by storm , with a marketing campaign targeting 200 , 000 real estate brokers , appraisers and portfolio managers .",0
Normal Barrett was flying to a Hawaiian island when he missed a connection in Honolulu because his United Airlines flight left late .,0
"In Taunton , he called together business , labor , political and education leaders to examine the city 's problems .",1
"Currently , the company is fixing only 200 to 300 units a day , far below TRW 's goal of 2 , 000 units a day .",0
They suggested that their genetic variability may affect the infectiousness of the virus and its `` preference '' for attacking one type of cell over another .,1
"In 1985 and 1986 , when pictures of rioting blacks and rampaging white policemen filled television screens around the world , the perception was that South Africa 's white-dominated government was losing its grip .",1
Anyone who spends a few hours reading his speeches and talking to Democrats familiar with his views learns quickly that Mr. Dukakis has absorbed many of the dovish obsessions of his party 's left .,0
"The amendment did n't cover the National Security Council -LRB- a fact that continues to escape Lawrence Walsh -RRB- , so helping the Contras fell to a few workaholics in the Old Executive Office Building .",0
"Four years later he dissolved Parliament , which 13 years after that stripped him of power .",1
"From next Monday to Oct. 15 , it will let passengers qualify for triple mileage if they fly a round trip between Newark , N.J . , and Kansas City , Mo . , or between Newark and Minneapolis St .",0
"`` On silent nights , great flocks of white birds fly formations past the Camino 's Lobby Bar . . . .",1
"I have authored a bill to implement community-based gang violence intervention programs that would target elementary and junior high schools most affected by gang violence , providing job training , 
family and individual counseling and other techniques to limit the appeal of gangs and to teach vulnerable youngsters not to need to depend on drugs or gangs .",1
"He will always be our good friend , and I will miss him . ''",0
"France 's Socialist government resurrected the previous government 's plan to pump 12 billion francs -LRB- $ 1.88 billion -RRB- into state-owned auto maker Regie Nationale des Usines Renault , a move that may raise hackles in the European Community .",1
"In April 1981 , the task force targeted some 30 regulatory changes -- reducing the cost of producing automobiles by more than a billion dollars a year without compromising legitimate regulatory protections .",0
"Kimberlon , the costume maker , tried generic packaging to escape the seasonal trap , even eliminating the word Halloween .",1
"With their boss routinely delving into the nuts and bolts of prospective projects -LRB- he likes to `` kick the tires , '' says a colleague -RRB- , Mr. Schwartz 's team of 20 people spends roughly two-thirds of their time analyzing alternative proposals .",1
"They are pouring lots of free drinks , especially champagne and liqueurs , at art events in Los Angeles and New York .",0
"An Energy Department spokesman says the sulfur dioxide might be simultaneously recoverable through the use of powdered limestone , which tends to absorb the sulfur .",0
"A survey of U.K. institutional fund managers found most expect London stocks to be flat after the fiscal 1989 budget is announced , as Chancellor of the Exchequer Nigel Lawson strikes a careful balance between cutting taxes and not overstimulating the economy .",1
"The company has said a cash-flow shortage caused it to miss $ 3.3 million in interest payments on its 10 7 8 % senior debentures due Dec. 31 , 1995 .",0
People familiar with the investigation said the SEC is examining both of these motives in its current investigation .,0
But the resolution probably rests more on politics than on flying skill and commercial expertise .,0
"One is that FDR was too unyielding toward the Japanese , and might have reached an understanding with them if he had grasped the nature of Japanese society and politics more adequately .",1
"In short , a completely effective SDI would give the Soviets what they do not now have: the ability to strike the U.S. without fear of retaliation .",0
"`` I do n't want to give the impression that we are kicking Anheuser off the cliff , '' Miller 's Mr. Goldstein says .",1
"For the standard `` pap '' smear , a technician examines the cells on the swab for visual evidence of abnormalities that indicate pre-cancerous changes in the cervix .",0
"To cloak their activities , they knock out lights in elevators and stairwells .",1
Nearly every scene seems to be missing something .,1
"On the stage , looking tired from ceaseless concertizing at just about every summer festival there is , Vladimir Feltsman attacked his recital program with typical confidence and power .",1
"And , like Mr. Bush , he rests his platform on often untested optimism .",1
Mr. Lorenzo said Texas Air today will kick off an advertising campaign aimed at convincing the American public that Eastern is safe and has been the victim of union leaders `` who have their own agenda . '',1
"Investors , analysts and members of the local banking community generally view Mr. Hillas as an able manager with a solid knowledge of the capital markets , a keen eye for evaluating banking companies and their businesses , and a knack for helping fix ailing firms .",1
"With her giant henchman , the evil Gen. Kael -LRB- possibly named after the film critic of the New Yorker magazine , Pauline Kael -RRB- , she 's out to kill the baby who 's destined to end her rule .",0
"Of course , none or only some of the rules apply to Utah 's private clubs -LRB- open to out-of-towners at a $ 5 fee -RRB- and beer bars , which sell setups and uncork wine but ca n't touch the liquor that you are free to bring in .",0
The clearance came as a notary approved Ferruzzi 's plan to absorb Iniziativa Me.T.A .,1
"`` If you put a pile of candy bars out in a pasture , '' Mr. Flickinger says , `` they 'd go eat themselves to death . ''",1
Others say they still can drink wine even after their livers are too far gone to handle spirits .,0
"And although the firm has become involved in some hostile transactions in recent years , its representation of a major unsolicited bid by a foreign concern struck some takeover professionals as unusual .",0
"And he is likely to deliver a new and more impassioned plea for the line-item veto , which would allow the president to knock individual items out of a spending bill without vetoing the entire bill .",1
Arsonists in Haiti destroyed a Roman Catholic chapel in a slum in Port-au-Prince .,0
"It reported the cheers for the conservative opposition candidate aimed at drowning out the orchestrated chants for the government party 's man , and how ruling-party followers were taunted with cries of `` sheep '' and `` rats '' as security guards surrounded Mr. Salinas .",1
Bachelor 's diet: You only eat half of everything you cook -- because the other half sticks to the bottom of the pan .,0
"A spokesman for Mr. Dingell said , `` The exemptions ate the rule . ''",1
"American officials have concluded that the Kuwaiti hijacking is the work of a Lebanese Shiite terrorist named Imad Mugniyah who has been trying for more than four years to free his wife 's brother from prison in Kuwait , where he was convicted in 1984 of building a bomb used to attack the U.S. Embassy .",0
"And so long as one-third of the black population is mired in poverty , blacks will not hear of dismantling programs that enabled so many within their ranks to escape poverty in the first place .",0
"Labor unions , too , attack the underground economy .",0
"Prince Norodom Sihanouk , the former Cambodian leader , said this week he was withdrawing from the resistance because the Khmer Rouge continues to attack his forces along the Thai-Cambodia border .",0
"Management of three of the five highest yielding general purpose funds , as ranked by the Donoghue Organization , absorb a portion of fund expenses .",1
"Data rooms opened this week , and for each of the eight packages , at least 10 companies plan to examine the information , Mr. Ketelsen said .",0
The FAA found that Northwest was requiring international flight crews to fly a domestic leg as well before going off duty .,0
"The hug knocked off Spinks 's hat , a broad-brimmed , white number .",0
And gang killings -- though still occurring at the rate of several a week -- have declined sharply since the police flooded the streets .,0
"And Michigan Gov. James Blanchard is appointing a commission to `` look at how you strike the balance '' between the warring factions , the governor 's spokesman says .",1
"While the 17 male supers who play guards and courtiers cool our heels , we are shoehorned into a room 15 feet square , reading newspapers and exchanging small talk .",1
"A federal appeals court here struck down the law on Jan. 22 , saying the appointment of independent counsels by a special three-judge court violates the Constitution 's separation of powers .",0
"About 5 , 000 union members struck five of Northern Telecom 's Canadian plants Feb. 29 , the day that talks broke off .",0
"The honor of these Pulitzer-predators will be vindicated only if Mr. Anderson does all sorts of demeaning acts pursuant to article 48a of the Civil Code of California , mostly in the order of eating humble pie .",1
Packages of `` fight material '' attacking Mr. Icahn are almost ready to be mailed to shareholders .,0
"Edward J. DeBartolo , a Youngstown , Ohio , shopping store operator , has agreed to lend Campeau 's U.S. holding company $ 400 million for the Federated bid .",0
Mr. Camdessus said it was clearly in banks ' own interest to lend more and `` strengthen the value of -LRB- their -RRB- existing loan claims . '',0
"It grabbed 21.7 % of U.S. car sales in the first nine months of this year , up from just 16.6 % in all 1981 .",0
An analogous appeal attacking similar treatment of future claims in the Manville case is pending before a federal appellate court in Manhattan .,0
"In 1946 , Stalin in his campaign to break Ukrainian nationalism brutally forced the Russian Orthodox Church to absorb the Ukrainian Catholic Church .",1
They fear Philip Morris could grab a huge portion of the retail shelf and stifle innovation by muscling out smaller and regional concerns where new products are often born .,1
"After a little more than two months of deliberations , the Presidential Task Force on Market Mechanisms , also known as the Brady commission , has rolled out its proposals .",1
"Every day his troops gather under the green , red and black banner of black nationalism and pour out a stream of racial abuse .",0
The company has targeted the electroplating industry for several reasons .,0
"Because eight of the GOP contests are winner-take-all by congressional district -LRB- and by statewide totals for at-large delegates -RRB- , Mr. Bush was on course to roll up a huge number of delegates for next summer 's national convention .",1
"He has been wrong on interest rates recently , again because he missed the full impact of the declining dollar , and he concedes that bond prices could fall temporarily .",0
"We lend him a stately and beautiful home and permit him to live on its topmost floor , attended by servants .",0
So the chemical industry is reluctantly pouring millions into developing biodegradable plastics .,1
A Middle Eastern analyst says Lebanese usually drink coffee at such occasions ; Palestinians drink tea .,0
"Mr. Hane , the Fort Motte farmer , planted only 250 acres in soybeans this spring , just one-third as much as six years ago .",0
The bill admits that the key to winning the drug war is assaulting the demand side .,1
"He did n't set a deadline for destroying PCBs , but said movable disposal units might be leased from the U.S. to help eliminate those stored in warehouses across the country .",0
"But critics complain that the blitz of big fines , which generally are settled for half or less of the proposed amount , was a bombastic gimmick that did little to attack the root problems of workplace illness and injury .",0
"About 165 , 000 pieces had been lent to government offices and embassies around the world , and many never came back , he said .",0
"Like Mr. Bush , Mr. Dukakis wants to step up the use of `` clean '' natural gas by eliminating legal and regulatory barriers that block big gas users from bargaining directly with producers .",1
It knocked out communications on the resort island of Cozumel and leveled slum areas in Cancun on the mainland .,1
Immunex said the study examined patients with lymph cancers such as leukemia .,0
"The FBI immediately lent Mr. Pelleu $ 3 , 800 , and arranged to tape several phone conversations he had with Mr. Sanders about the ring .",0
"He says manufacturers are increasingly rolling out questionable products that are n't fully researched , justified and tested .",1
Omnicom 's Tracy-Locke unit in Texas recently struck a deal to buy back 20 % of its stock from the parent .,0
"He retreats into jolly descriptions of a few days spent behind the front lines in French villages and ruined chateaux teeming with wild flowers ; he records his progress from naive snob to combat veteran horsing around , playing cricket , drinking champagne and port , and thinking of his servant as his `` most valuable possession . ''",0
The case makes New York state seem almost ungrateful for the way it responded to a federal law that pumped $ 675 million of Uncle Sam 's funds into 21 troubled New York thrifts a few years ago .,0
Seagram must decide by Feb. 9 whether to come up with a higher offer that would knock Grand Met out of the bidding war and frustrate its expansion strategy .,1
"The study , which examined 50 people who were wearing lap belts during auto accidents , concluded that 32 would have `` fared substantially better if they had been wearing a lap-shoulder belt . ''",0
He testified that he was ordered by the Robins former general counsel in 1975 to destroy sensitive documents about the Dalkon Shield .,0
"With the Pledge , the furlough program and the ACLU , they pumped some genuine voter concerns into the election .",1
"Also , suggestions that the Saudis are intent on rebuilding a once-huge offshore stockpile tended to `` strike some fear in some of the participants in this market , '' said Stephen W. Platt , a Chicagobased analyst for Dean Witter Reynolds Inc .",1
I found that the journalists were delighted to find a young person interested enough in their trade to come in and go through the press clippings in those fascinating metal drawers that filled the morgue .,0
"As the struggle enters its final weekend , any one of the top contenders could grasp his way to the top of the greasy pole .",0
"Seated in the bar of the Member 's Club -- horse-racing prints on the wall , piano tinkling softly , ladies from the Jewish Community Club gathering for luncheon -- Mr. Redmond is astonished to be told that Venezuelans now drink more `` national whiskey '' than 12-year-old scotch .",0
"At this year 's rate of $ 3.25 billion a month as tracked by IDD , it would take nearly four years for buy-outs to absorb $ 150 billion .",0
"When the U.S. expanded its gulf fleet a year ago to protect Kuwaiti tankers flying the U.S. flag , it left little doubt that it was siding with Iraq and the other Arab nations against Iran .",0
"For one , the industry has poured a fortune into advertisements designed to promote plastic bags , trashcan liners and other household products that are , as the television commercial goes , hefty , hefty , hefty .",1
"`` Certainly the place where Chambers wrote ' Witness ' and where the 'pumpkin papers ' that ultimately indicted Hiss were kept is a place of considerable historical importance and meets the minimal requirements , '' said Tony Dolan , a Reagan speechwriter who planted the idea of the historical designation with Mr. Hodel .",1
Mr. Icahn is already pouring money into his effort to fight Texaco 's plan .,1
"For the past 10 years the House Subcommittee on Africa , first under Stephen Solarz -LRB- D . , N.Y. -RRB- and now under Howard Wolpe -LRB- D . , Mich. -RRB- , has annually assaulted White House requests for aid appropriations .",1
"Mr. Shamir spent Tu Bishvat planting a tree at a Jewish settlement on the occupied West Bank , where he said he expected the settlement movement to grow and flourish .",0
"As Bismarck wrote more than a century ago: `` I , who prepare to go to war , kill thousands , the Christians in the name of God kill millions . ''",1
"The rate on funds , or reserves that banks lend each other overnight , averaged 5.80 % , according to an estimate by Fulton Prebon -LRB- U.S.A. -RRB-/-RR",0
"About 2 , 500 tugboat employees struck nine marine-transport companies in the Port of New York and New Jersey .",0
"In seats of supple leather , Belgian students drink wine and listen to personal stereos .",0
"Your analysis of our problems with Congress is excellently presented in your April 18 editorial `` The U.S. House of Lords '' but , in my opinion , you missed the obvious solution -- a limit on the amount of time that a congressman or a senator can serve .",0
"Among the monographic presentations , one ought not to miss Jacobo Borges 's virtuosic and highly charged paintings at the Venezuelan pavilion and Janez Bernik 's powerfully expressionistic paintings at the Yugoslavian pavilion .",0
"A U.S. District Court judge in Pittsburgh , who was examining BNS 's compliance with federal bank-borrowing regulations , has said he would remove his injunction if Koppers and BNS agreed to merge .",1
"But a KKR spokesman , saying the RJR-Shearson group would sell more RJR assets in a takeover than KKR , denied any such plan: `` They think we want to destroy Atlanta ?",0
Coke is even directly attacking coffee 's breakfast appeal with radio ads urging people to drink something cold to come `` alive in the morning . '',0
"And its matter-of-fact citizens are taking the long view-as befits a place where , in the words of Mr. Dyer 's Boonville history , `` past and present slowly dissolve one into the other . ''",1
"They are pouring lots of free drinks , especially champagne and liqueurs , at art events in Los Angeles and New York .",0
Whether that should be welcome news or cause for alarm depends on one 's confidence in the ability of Congress to write rules for markets without destroying them .,0
"But it mistakenly grabs protein -LRB- a -RRB- instead of plasminogen , pulling it , with its bag of fat and cholesterol , into the artery wall .",1
It also vindicates Pratt 's efforts to fix problems in customer service that contributed to its loss of dominance in the commercial jet engine field to General Electric Co .,1
A Soviet Foreign Ministry aide disputed claims by U.S. officials that an explosion last week destroyed the only plant producing rocket fuel for SS-24 intercontinental missiles .,0
But he said Cigna 's after-tax gain wo n't be material because the company will absorb certain deferred taxes of the division .,0
"Before , a corporation owner could give heirs common stock to freeze asset values at that point for them ; future asset appreciation would escape estate tax , and the parent could keep control and income through preferred stock .",0
"He has closely examined the works of Hieronymus Bosch , but their crowded worlds of paradise and writhing sinners yielded few medical rewards .",0
"Other hospitals , she says , routinely admitted patients for a colonoscopy -LRB- in which a tube is inserted to examine the colon -RRB- that could have been performed in a doctor 's office for $ 500 .",0
"`` We 're guaranteed to miss some of the up market , '' he concedes .",0
"During the past 10 years state and federal governments have pumped money into the railroad , whose main line track has been substantially improved .",1
"Every four years we can count on a presidential election , the Olympics , and Mr. Schlesinger dragging out his tired old essay on why he does n't like the electoral college .",1
But passengers who planned to travel at the low advertised fare but did n't purchase tickets before France rejected the fare missed the opportunity .,0
The Bank Board is examining various alternatives that would bypass the need for any California state approvals .,0
Cautious bureaucrats drag their feet while progressive colleagues and scientists urge reform .,1
"Riney grabbed headlines late last year when it resigned as the advertising agency for Modesto , Calif.-based E . & J. Gallo Winery , after a brush with the Gallos .",0
"Steelworkers will press for a share of the higher profits ; lower-cost minimills and emerging Third World producers will grab markets of integrated U.S. steelmakers , and alternative materials -- aluminum , ceramics and high-tech metal composites -- will wrest away business .",1
And only 20 % reported that their customers lent them engineers to supplement their own technical expertise .,0
"Federal regulators are expected to issue a statement as early as this week intended to reassure nervous Wall Street firms who have lent more than $ 10 billion to the thrift unit of deeply troubled Financial Corp. of America , Wall Street executives said .",0
He said that parties looking to strike joint venture arrangements with Texaco `` want to know who they 're going to be dealing with in the future . '',0
Anyone can dance the hokey-pokey .,0
"Both France and Italy want to escape the slow-growth effects of Bundesbank dominance of the EMS. West Germans , however , believes it is they that must adapt by showing a greater willingness to employ restrictive monetary and fiscal policies when these are needed to maintain currency stability .",0
Next to it the firm planted a sign: `` Little things like this will never come between us . '',0
Most budget experts agree that any credible solution to the deficit problem will have to attack two political sacred cows: taxes and Social Security .,0
It struck down the comptroller 's conclusion that the Bank Holding Company Act did n't apply .,0
"He plowed afoot behind a mule , picked cotton and hoed peanuts .",0
"`` If it 's successful , we 'll roll out the concept elsewhere , '' said Craig Kirsch , General Nutrition 's chief financial officer .",1
"The leg of a corpse was sticking out of the side , and frantically I grabbed it ; it wrenched off , and casting it down I pulled in a couple of rifles and yelled to the troops in the gunpit to throw me more .",0
"City Capital Associates , a group led by Steven and Mitchell Rales of Washington , D.C . , indicated that it would be willing to raise its bid for the company to $ 72 a share from $ 70 if it can examine certain non-public documents .",0
"Hollywood studios claim that cable operators have become a monopoly , that they pay too little in royalties , and that they can kick broadcasters off cable systems and freeze out Hollywood producers .",1
"He retreats into jolly descriptions of a few days spent behind the front lines in French villages and ruined chateaux teeming with wild flowers ; he records his progress from naive snob to combat veteran horsing around , playing cricket , drinking champagne and port , and thinking of his servant as his `` most valuable possession . ''",0
The Pac Man defense is named after the video game in which characters try to eat other characters before they get eaten themselves .,1
"When federal Medicare officials fixed rates for hospital reimbursements five years ago , executives at 3M and Abbott Laboratories separately began to worry about how their sales to hospitals would be affected .",0
"The more today 's candidates compare themselves to the little gamecock who scattered S.O.B.s like shrapnel and threatened to kick a journalist in his most tender parts , the more controlled most of them have become .",1
"Joffrey Ballet: The bicoastal company dances its first Manhattan season since the death of founder Robert Joffrey , whose own `` Remembrances '' pas de deux will be revived .",0
"The growing consensus in the computer industry is that midsized products are the weakest part of IBM 's business right now , and that IBM needs to fix that problem in 1988 .",1
"Asset managers and institutions , which have been selling some of their old OTC favorites for two days now , began pumping proceeds into former OTC high-flyers , mostly issues that plummeted in the crash .",1
"Steelworkers will press for a share of the higher profits ; lower-cost minimills and emerging Third World producers will grab markets of integrated U.S. steelmakers , and alternative materials -- aluminum , ceramics and high-tech metal composites -- will wrest away business .",1
"But after the proposal was announced , members of the Aircraft Owners and Pilots Association flooded Congress and the FAA with 80 , 000 letters -- a record number for an aviation issue .",0
"In effect , the deficit has helped smooth out the wide swings in U.S. demand .",0
"Two executive vice presidents resigned from First Chicago Corp. to take other jobs , and the banking concern shifted some officers to fill the vacancies .",0
Standard Chartered sought the investigation last February following press speculation that the bank illegally lent money to buyers of its shares to ward off Lloyds 's # 1.27 billion -LRB- $ 2.25 billion -RRB- bid .,0
"The New York Times is already rehabilitating Michael Dukakis as a `` centrist , '' but if that 's true why are Democrats now grabbing every reporter in town to whisper , `` Sam Nunn for vice president '' ?",1
"Kimberlon , the costume maker , tried generic packaging to escape the seasonal trap , even eliminating the word Halloween .",1
"Most of the banks specifically have targeted marketing campaigns at profitable small companies . -LRB- Separately , Dai-Ichi Kangyo said it will name Ichiro Nakamura , now a vice president , as chairman , succeeding Tetsuya Fujimori .",0
