sentence,label
", 'Gigabyte Technology (translated as GIGABYTE or sometimes GIGA-BYTE; formally GIGA-BYTE Technology Co",1
", Ltd",1
) denotes a Taiwanese manufacturer and distributor of computer hardware,1
\nGigabyte\'s principal business is motherboards,1
It shipped 4,1
"8 million motherboards in the first quarter of 2015, which pushed it to become the leading motherboard vendor",1
" Gigabyte also builds custom graphics cards and laptop computers (including thin and light laptops under its ""Aero"" sub-brand)",1
" In 2010, Gigabyte was placed 17th in ""Taiwan\'s Top 20 Global Brands"" by the Taiwan External Trade Development Council",1
"The company is publicly held and registered on the Taiwan Stock Exchange, stock ID number TWSE: 2376",1
", 'The Indian Institutes of Technology (IITs) are autonomous public technical universities running across India",1
" The Institutes of Technology Act, 1961 created twenty-three institutes",1
The Minister of Education summoned the ex officio Chairperson of the IIT Council,1
" As of 2020, the total number of seats for undergraduate programs in all IITs surpassed 16,053",1
", 'Micron Technology, Inc",1
" is an American producer of computer memory and computer data storage utilizing dynamic random-access memory, flash memory, and USB flash drives",1
" It remains headquartered in Boise, Idaho",1
Its consumer products are directed under the brands Crucial  and Ballistix,1
" Micron and Intel together developed IM Flash Technologies, which produces NAND flash memory",1
It bought Lexar between 2006 and 2017,1
"many North American Indian tribes, but especially those of the',",1
"Ojibway Indians of northern Michigan, Wisconsin, and Minnesota.',",1
"They were collected by Henry Rowe Schoolcraft, the reknowned',",1
"Schoolcraft married Jane, O-bah-bahm-wawa-ge-zhe-go-qua (The',",1
"fur trader, and O-shau-gus-coday-way-qua (The Woman of the Green',",1
"Prairie), who was a daughter of Waub-o-jeeg (The White Fisher),',",1
"who was Chief of the Ojibway tribe at La Pointe, Wisconsin.',",1
"Jane and her mother are credited with having researched,',",1
"authenticated, and compiled much of the material Schoolcraft',",1
"included in his Algic Researches (1839) and a revision published',",1
"that Longfellow used as the basis for The Song of Hiawatha.',",1
"Longfellow began Hiawatha on June 25, 1854, he completed it',",1
"Finnish epic poem Kalevala.  Longfellow made no secret of the',",1
"fact that he had used the meter of the Kalevala; but as for the',",1
"I would add a personal note here.  My father's roots include',",1
"Ojibway Indians: his mother, Margaret Caroline Davenport, was a',",1
"daughter of Susan des Carreaux, O-gee-em-a-qua (The Chief Woman),',",1
"Finally, my mother used to rock me to sleep reading portions of',",1
"Hiawatha to me, especially:',",1
"""Wah-wah-taysee, little fire-fly,',",1
"Little, flitting, white-fire insect',",1
"Little, dancing, white-fire creature,',",1
"Light me with your little candle,',",1
"Ere upon my bed I lay me,',",1
"Ere in sleep I close my eyelids!""',",1
"Should you ask me, whence these stories?',",1
"Whence these legends and traditions,',",1
"With the odors of the forest',",1
"With the dew and damp of meadows,',",1
"With the curling smoke of wigwams,',",1
"With the rushing of great rivers,',",1
"With their frequent repetitions,',",1
"As of thunder in the mountains?',",1
"I should answer, I should tell you,',",1
"""From the forests and the prairies,',",1
"From the great lakes of the Northland,',",1
"From the land of the Ojibways,',",1
"From the land of the Dacotahs,',",1
"From the mountains, moors, and fen-lands',",1
"Where the heron, the Shuh-shuh-gah,',",1
"Feeds among the reeds and rushes.',",1
"I repeat them as I heard them',",1
"From the lips of Nawadaha,',",1
"The musician, the sweet singer.""',",1
"Should you ask where Nawadaha',",1
"Found these legends and traditions,',",1
"I should answer, I should tell you,',",1
"""In the bird's-nests of the forest,',",1
"In the lodges of the beaver,',",1
"In the hoofprint of the bison,',",1
"In the eyry of the eagle!',",1
"""All the wild-fowl sang them to him,',",1
"In the moorlands and the fen-lands,',",1
"In the melancholy marshes;',",1
"Chetowaik, the plover, sang them,',",1
"Mahng, the loon, the wild-goose, Wawa,',",1
"The blue heron, the Shuh-shuh-gah,',",1
"And the grouse, the Mushkodasa!""',",1
"If still further you should ask me,',",1
"Tell us of this Nawadaha,""',",1
"I should answer your inquiries',",1
"""In the vale of Tawasentha,',",1
"In the green and silent valley,',",1
"By the pleasant water-courses,',",1
"Dwelt the singer Nawadaha.',",1
"Round about the Indian village',",1
"Spread the meadows and the corn-fields,',",1
"And beyond them stood the forest,',",1
"Stood the groves of singing pine-trees,',",1
"Green in Summer, white in Winter,',",1
"Ever sighing, ever singing.',",1
"""And the pleasant water-courses,',",1
"You could trace them through the valley,',",1
"By the alders in the Summer,',",1
"By the white fog in the Autumn,',",1
"By the black line in the Winter;',",1
"And beside them dwelt the singer,',",1
"In the vale of Tawasentha,',",1
"In the green and silent valley.',",1
"""There he sang of Hiawatha,',",1
"How he prayed and how be fasted,',",1
"How he lived, and toiled, and suffered,',",1
"Ye who love the haunts of Nature,',",1
"Love the sunshine of the meadow,',",1
"Love the shadow of the forest,',",1
"Love the wind among the branches,',",1
"And the rain-shower and the snow-storm,',",1
"And the rushing of great rivers',",1
"Through their palisades of pine-trees,',",0
"And the thunder in the mountains,',",0
"Whose innumerable echoes',",0
"Flap like eagles in their eyries;--',",0
"Listen to these wild traditions,',",0
"To this Song of Hiawatha!',",0
"Love the ballads of a people,',",0
"That like voices from afar off',",0
"Call to us to pause and listen,',",0
"Speak in tones so plain and childlike,',",0
"Scarcely can the ear distinguish',",0
"Whether they are sung or spoken;--',",0
"Listen to this Indian Legend,',",0
"To this Song of Hiawatha!',",0
"Ye whose hearts are fresh and simple,',",0
"Who have faith in God and Nature,',",0
"Who believe that in all ages',",0
"Every human heart is human,',",0
"For the good they comprehend not,',",0
"That the feeble hands and helpless,',",0
"Groping blindly in the darkness,',",0
"Touch God's right hand in that darkness',",0
"And are lifted up and strengthened;--',",0
"Listen to this simple story,',",0
"To this Song of Hiawatha!',",0
"Ye, who sometimes, in your rambles',",0
"Through the green lanes of the country,',",0
"Where the tangled barberry-bushes',",0
"Hang their tufts of crimson berries',",0
"Over stone walls gray with mosses,',",0
"Pause by some neglected graveyard,',",0
"For a while to muse, and ponder',",0
"On a half-effaced inscription,',",0
"Written with little skill of song-craft,',",0
"Homely phrases, but each letter',",0
"Stay and read this rude inscription,',",0
"Read this Song of Hiawatha!',",0
"On the great Red Pipe-stone Quarry,',",0
"Gitche Manito, the mighty,',",0
"He the Master of Life, descending,',",0
"On the red crags of the quarry',",0
"Stood erect, and called the nations,',",0
"Called the tribes of men together.',",0
"From his footprints flowed a river,',",0
"Gleamed like Ishkoodah, the comet.',",0
"And the Spirit, stooping earthward,',",0
"With his finger on the meadow',",0
"Traced a winding pathway for it,',",0
"Saying to it, ""Run in this way!""',",0
"From the red stone of the quarry',",0
"With his hand he broke a fragment,',",0
"Moulded it into a pipe-head,',",0
"Shaped and fashioned it with figures;',",0
"From the margin of the river',",0
"Took a long reed for a pipe-stem,',",0
"With its dark green leaves upon it;',",0
"Filled the pipe with bark of willow,',",0
"With the bark of the red willow;',",0
"Breathed upon the neighboring forest,',",0
"Made its great boughs chafe together,',",0
"Till in flame they burst and kindled;',",0
"And erect upon the mountains,',",0
"Gitche Manito, the mighty,',",0
"Smoked the calumet, the Peace-Pipe,',",0
"And the smoke rose slowly, slowly,',",0
"Through the tranquil air of morning,',",0
"First a single line of darkness,',",0
"Then a denser, bluer vapor,',",0
"Then a snow-white cloud unfolding,',",0
"Like the tree-tops of the forest,',",0
"Ever rising, rising, rising,',",0
"Till it touched the top of heaven,',",0
"Till it broke against the heaven,',",0
"And rolled outward all around it.',",0
"From the groves of Tuscaloosa,',",0
"From the far-off Rocky Mountains,',",0
"From the Northern lakes and rivers',",0
"All the tribes beheld the signal,',",0
"Saw the distant smoke ascending,',",0
"And the Prophets of the nations',",0
"By the signal of the Peace-Pipe,',",0
"Bending like a wand of willow,',",0
"Waving like a hand that beckons,',",0
"Gitche Manito, the mighty,',",0
"Calls the tribes of men together,',",0
"Calls the warriors to his council!""',",0
"Down the rivers, o'er the prairies,',",0
"Came the warriors of the nations,',",0
"All the warriors drawn together',",0
"By the signal of the Peace-Pipe,',",0
"To the great Red Pipe-stone Quarry,',",0
"And they stood there on the meadow,',",0
Other characteristics are a call and response between the lead vocalist and the chorus and an especially tense vocal sound,0
S,0
" R&B chart in the 1960s, and many recordings crossed over into the pop charts in the U",0
S,0
", Britain and elsewhere",0
" Owned by the Japanese conglomerate Sony Group Corporation, it is part of the Sony Music Group, which is owned by Sony Corporation of America",0
"\nIt was originally founded in 1929 as American Record Corporation and renamed as Columbia Recording Corporation in 1938, following its acquisition by the Columbia Broadcasting System",0
" All of BMG\'s former labels (Arista, Jive, LaFace, J, etc",0
) would eventually be absorbed into RCA Records (also formely owned by BMG) in 2011,0
" The merger was completed on August 1, 2019",0
"\nCountry music often consists of ballads and dance tunes with generally simple forms, folk lyrics, and harmonies often accompanied by string instruments such as banjos, electric and acoustic guitars, steel guitars (such as pedal steels and dobros), and fiddles as well as harmonicas",0
" It catalogs more than three million album entries and 30 million tracks, as well as information on musicians and bands",0
" Initiated in 1991, the database was first made available on the Internet in 1994",0
AllMusic is owned by RhythmOne,0
", '""Music! Music! Music! (Put Another Nickel In)"" is a popular song written by Stephen Weiss and Bernie Baum and published in 1949",0
" It is generally produced for playback by DJs who create seamless selections of tracks, called a mix, by segueing from one recording to another",0
EDM producers also perform their music live in a concert or festival setting in what is sometimes called a live PA,0
" UMG\'s corporate headquarters are located in Hilversum, Netherlands and its operational headquarters are located in Santa Monica, California",0
" The biggest music company in the world,  it is one of the ""Big Three"" record labels, along with Sony Music and Warner Music Group",0
"""  UMG has signed licensing agreements with more than 400 platforms worldwide",0
", 'Gospel music is a genre of Christian music",0
Gospel music can be traced to the early 17th century,0
Most of the churches relied on hand clapping and foot stomping as rhythmic accompaniment,0
Most of the singing was done a cappella,0
" The first published use of the term ""gospel song"" probably appeared in 1874",0
\nThe original gospel songs were written and composed by authors such as George F,0
" Root, Philip Bliss, Charles H",0
" Gabriel, William Howard Doane, and Fanny Crosby",0
"\nSouthern gospel used all male, tenor-lead-baritone-bass quartet make-up",0
British black gospel refers to Gospel music of the African diaspora produced in the UK,0
", 'Into the Music is the 11th studio album by Northern Irish singer-songwriter Van Morrison, and was released in August 1979",0
", 'The Music are an English alternative rock band, formed in Kippax, Leeds in 1999",0
", 'Warner Music Group Corp",0
", ""YouTube Music is a music streaming service developed by YouTube, a subsidiary of Google",0
" It provides a tailored interface for the service, oriented towards music streaming, allowing users to browse through songs and music videos on YouTube based on genres, playlists, and recommendations",0
" \nThe service also offers a premium tier, which enables ad-free playback audio-only background playback and downloading songs for offline playback",0
These subscription benefits are also offered to subscribers of Google Play Music and YouTube Premium,0
" In the 1960s, several British rock bands such as the Rolling Stones, the Who and the Animals were referred to and promoted as being R&B bands; posters for the Who\'s residency at the Marquee Club in 1964 contained the slogan, ""Maximum R&B""",0
", 'The Carpenters: Music, Music, Music is a Carpenters television special from 1980",0
"  It included guest stars such as Ella Fitzgerald, John Davidson and Nelson Riddle and his orchestra",0
", 'Music, Music is the eighth studio album by Australian-American pop singer Helen Reddy that was released in the summer of 1976 by Capitol Records and later described by J",0
" On August 2 of that year the Recording Industry Association of America awarded the album with Gold certification for sales of 500,000 copies in the United States",0
" It debuted on Billboard\'s Top LP\'s & Tapes chart that same month, in the issue dated August 14, and got as high as number 16 during its 13 weeks there, and in Canada\'s RPM magazine it peaked at number 14",0
" The third album recorded by Reddy with producer Joe Wissert, Music, Music was cited in 1977 by Reddy as a personal favorite from among her albums",0
" On August 23, 2005, Music, Music was released for the first time on compact disc as one of two Helen Reddy albums on one CD, the other album being her 1975 studio release, No Way to Treat a Lady",0
"  \nMusic Choice is distributed nationwide by \u202fComcast Xfinity,\u202fCharter Spectrum,\u202fCox Communications,\u202fVerizon Fios,\u202fDirecTV\u202fand many other mid-size and smaller  MVPDs",0
", '",0
music is a top-level domain name (TLD) released in 2003 for use in music dissemination and appreciation,0
"\nOn April 17, 2019 DotMusic Limited announced that their rights application had been approved by the Internet Corporation for Assigned Names and Numbers (ICANN) and contracting was in the works",0
", 'K-pop (Korean: 케이팝; RR: keipap), short for Korean popular music, is a genre of music originating in South Korea as part of South Korean culture",0
O,0
"\nThe term ""K-pop"" became popular in the 2000s",0
" The earliest, widespread description of nanotechnology referred to the particular technological goal of precisely manipulating atoms and molecules for fabrication of macroscale products, also now referred to as molecular nanotechnology",0
" A more generalized description of nanotechnology was subsequently established by the National Nanotechnology Initiative, which defined nanotechnology as the manipulation of matter with at least one dimension sized from 1 to 100 nanometers",0
" Nanotechnology may be able to create many new materials and devices with a vast range of applications, such as in nanomedicine, nanoelectronics, biomaterials energy production, and consumer products",0
", 'ON Technology was a software company in the United States",0
It was formed in 1987  by Mitch Kapor after his departure from Lotus Software,0
The original plan of the business was to build an object-oriented PC desktop environment providing a variety of applications,0
"\nON was acquired by Symantec on October 27, 2003",0
"\n\n\n== References ==', 'TCL Technology (originally an abbreviation for Telephone Communication Limited) is a Chinese multinational electronics company headquartered in Huizhou, Guangdong Province",0
" Founded as a state-owned enterprise, it designs, develops, manufactures and sells products including television sets, mobile phones, air conditioners, washing machines, refrigerators and small electrical appliances",0
" In 2010, it was the world\'s 25th-largest consumer electronics producer",0
"TCL comprises four listed companies: TCL Technology which is listed on the Shenzhen Stock Exchange, and TCL Electronics Holdings, Ltd",0
" (SEHK: 1070), TCL Communication Technology Holdings, Ltd",0
"(former code SEHK: 2618; delisted in 2016), China Display Optoelectronics Technology Holdings Ltd",0
(SEHK: 334) and Tonly Electronics Holdings Ltd,0
(SEHK: 1249) which are listed on the Hong Kong Stock Exchange,0
"On 7 February 2020, TCL Corporation changed its name to TCL Technology",0
", ""BOE Technology Group Co",0
", Ltd",0
", or Jingdongfang (Chinese: 京东方科技集团股份有限公司), is a Chinese electronic components producer founded in April 1993",0
" Its core businesses are interface devices, smart IoT systems and smart medicine and engineering integration",0
" BOE is one of the world's largest manufacturers of LCD, OLEDs and flexible displays",0
It corresponds to military camouflage for these parts of the electromagnetic spectrum (i,0
e,0
", multi-spectral camouflage)",0
Radiation-absorbent material was also tested and made to reduce or block radar signals that reflect off the surfaces of aircraft,0
" Such changes to shape and surface composition comprise stealth technology as currently used on the Northrop Grumman B-2 Spirit ""Stealth Bomber""",0
This concept was first explored through camouflage to make an object\'s appearance blend into the visual background,0
" As the potency of detection and interception technologies (radar, infrared search and tracking, surface-to-air missiles, etc",0
Some military uniforms are treated with chemicals to reduce their infrared signature,0
", 'Tyler Technologies, Inc",0
" Tyler Technologies has offices in 17 states and one in Toronto, Ontario, Canada",0
", 'Anna University is a public state university located in Tamil Nadu, India",0
The main campus is in Chennai,0
It was originally established on 4 September 1978 and was named after C,0
N,0
" Annadurai, the former Chief Minister of Tamil Nadu",0
" After taking many different forms over the years, as per a September 2020 bill passed in the Tamil Nadu Legislative assembly, the varsity is now reconstituted to be an affiliating university for engineering colleges across Tamil Nadu excluding the engineering colleges that are part of Anna Technological and Research University",0
The University is now the affiliating authority for close to 550 engineering colleges in Tamil Nadu,0
" Contemporary digital real estate technologies could therefore include property management using digital dashboards, smart home technology, research and analytics, listing services/tech-enabled brokerages, mobile applications, residential and commercial lending, 3D-modeling for online portals, 
automation, crowdfunding real estate projects, shared spaces management, as well as organizing, analyzing, and extracting key data from lengthy rental documents",0
", 'Media technology may refer to:\n\nData storage devices\nArt media technology – Category:Visual arts media\nPrint media technology – Category:Printing\nDigital media technology – Category:Digital media\nElectronic media technology – Category:Digital media or Category:Electronic publishing\nMedia 
technology university programmes\nMedia psychology, the field of study that examines media, technology and the effect on human behavior', 'Appropriate technology is a movement (and its manifestations) encompassing technological choice and application that is small-scale, affordable by locals, 
decentralized, labor-intensive, energy-efficient, environmentally sound, and locally autonomous",0
" Well-known examples of appropriate technology applications include: bike- and hand-powered water pumps (and other self-powered equipment), the universal nut sheller, self-contained solar lamps and streetlights, and passive solar building designs",0
" Today appropriate technology is often developed using open source principles, which have led to open-source appropriate technology (OSAT) and thus many of the plans of the technology can be freely found on the Internet",0
", ""ETH Zürich (English: ETH; Swiss Federal Institute of Technology in Zürich; German: Eidgenössische Technische Hochschule Zürich) is a public research university in the city of Zürich, Switzerland",0
" Founded by the Swiss Federal Government in 1854 with the stated mission to educate engineers and scientists, the school focuses exclusively on science, technology, engineering, and mathematics",0
" Like its sister institution EPFL, it is part of the Swiss Federal Institutes of Technology Domain, part of the Swiss Federal Department of Economic Affairs, Education and Research",0
"In the 2021 edition of QS World University Rankings, ETH Zurich was ranked 6th in the world, placing it as the second-best European university after the University of Oxford",0
" In the 2020 QS World University Rankings by subject, it ranked 4th in the world for engineering and technology (2nd in Europe) and 1st for earth and marine science",0
" There are currently 22,200 students from over 120 countries, of which 4,180 are pursuing doctoral degrees",0
"As of November 2019, 21 Nobel laureates, 2 Fields Medalists, 2 Pritzker Prize winners, and 1 Turing Award winner have been affiliated with the Institute, including Albert Einstein",0
Other notable alumni include John von Neumann and Santiago Calatrava,0
